gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,LA,21,32000,6,3,3,7,5,4,6,5,3,2,3,3,2,3,2,2,6,3,4,7,3,3,2,3,6,5,5,3,2,6,1,2,2,1,1,6,3,3,1,1,Warrior Guild,45,1,2,5,3,4,6
female,AZ,22,18000,4,4,6,5,4,5,6,4,5,6,2,5,5,5,5,4,4,2,3,5,7,3,3,7,5,3,5,3,2,6,5,4,5,4,4,4,4,2,5,5,Seraph Guardians,28,1,3,4,2,6,5
female,KY,27,36000,3,7,3,2,1,1,3,2,2,7,1,1,2,2,3,7,3,4,4,3,2,1,3,5,1,5,4,2,5,5,4,3,3,3,1,3,1,2,3,2,Seraph Guardians,25,1,4,6,2,3,5
male,AL,38,93000,7,3,7,6,4,6,5,7,3,1,1,5,5,6,5,2,5,4,5,6,1,5,6,1,5,5,5,6,6,4,4,4,4,4,6,7,7,1,5,6,Warrior Guild,72,2,3,1,5,6,4
male,FL,61,80000,2,7,4,3,6,3,1,5,1,7,7,5,3,4,3,7,3,5,2,5,3,1,6,1,1,3,2,3,3,5,6,3,6,3,6,3,3,7,4,4,Seraph Guardians,71,5,2,4,6,3,1
male,MA,31,110000,7,5,2,7,5,7,4,5,5,6,5,4,6,3,4,5,3,4,5,4,5,4,5,4,2,4,3,4,6,3,4,3,2,2,2,4,2,3,2,2,Evercrest,68,5,1,3,6,4,2
male,NC,49,61000,5,2,2,6,2,1,4,3,2,3,2,3,2,1,7,4,2,2,2,3,1,4,1,1,5,2,3,1,4,4,5,2,3,7,6,5,1,2,2,7,Seraph Guardians,51,4,1,3,5,2,6
female,AL,25,34000,5,4,2,6,7,7,7,7,4,3,4,5,5,5,4,4,3,2,3,5,3,6,5,6,6,5,6,4,4,5,3,6,4,7,6,4,3,1,2,4,Warrior Guild,38,5,1,2,3,6,4
female,GA,20,9000,5,3,6,5,6,5,3,5,4,3,3,6,6,6,5,1,5,2,5,3,5,4,6,6,4,6,5,5,4,4,1,3,2,3,3,6,6,1,4,4,Seraph Guardians,37,2,3,1,4,6,5
male,TX,34,74000,2,5,1,3,5,7,5,6,4,6,1,6,4,3,1,6,6,7,4,6,2,3,5,3,3,4,4,4,4,6,7,7,7,1,1,2,1,3,1,1,Warrior Guild,54,3,2,6,1,5,4
male,GA,18,24000,5,1,3,3,3,6,7,4,5,1,4,5,4,6,1,1,5,3,5,7,4,6,5,5,5,4,6,5,7,7,3,3,4,1,4,6,3,4,3,3,Seraph Guardians,28,2,3,5,1,4,6
male,NC,33,91000,1,6,2,1,7,6,2,7,2,3,4,3,4,2,5,5,5,7,4,5,3,3,2,1,1,5,1,3,4,4,6,7,7,2,5,2,5,5,1,2,Evercrest,66,4,3,5,1,6,2
male,MD,23,47000,7,5,1,4,6,4,4,5,4,4,4,3,1,2,3,4,4,5,4,3,5,4,3,4,3,5,4,1,4,4,3,6,3,4,2,4,1,2,1,2,Warrior Guild,51,2,1,5,4,3,6
female,OH,23,34000,4,7,4,5,7,7,6,7,4,7,4,6,5,5,2,7,2,1,1,5,3,4,4,5,5,2,4,7,3,3,2,1,1,4,4,5,2,6,4,4,Evercrest,32,5,1,4,6,3,2
female,FL,21,29000,7,4,6,4,5,3,7,5,3,4,2,5,5,3,7,5,4,2,3,3,3,6,4,5,7,5,5,5,3,2,1,2,3,4,6,4,4,2,6,4,Warrior Guild,34,4,1,2,6,3,5
male,AL,42,82000,7,1,2,7,1,1,7,1,5,3,4,7,5,6,7,3,2,4,4,5,3,4,5,4,4,3,2,6,3,3,3,2,3,4,6,7,3,5,3,7,Warrior Guild,66,2,1,4,6,3,5
male,CA,23,67000,3,2,4,5,6,7,4,3,3,3,3,1,2,2,1,1,7,6,2,6,3,3,1,4,2,2,4,3,2,6,5,4,3,2,3,7,4,6,3,2,Warrior Guild,68,3,1,6,4,2,5
male,AL,47,62000,1,6,5,1,5,5,3,2,3,7,4,6,4,7,1,7,3,2,2,3,1,3,7,3,3,4,3,7,3,4,1,2,1,1,3,3,4,3,5,1,Evercrest,56,5,1,3,6,4,2
male,OH,28,63000,4,2,4,1,7,7,4,7,2,2,3,6,7,6,3,1,1,4,6,2,3,3,6,5,4,6,4,7,7,2,4,4,3,2,2,2,4,2,5,3,Evercrest,67,5,2,1,4,6,3
male,NY,38,122000,4,5,1,4,5,6,3,5,1,3,2,3,5,2,5,3,3,4,3,5,3,4,3,2,5,4,4,4,4,4,5,4,3,6,4,5,3,3,1,5,Seraph Guardians,,6,1,2,4,5,3
female,NY,32,72000,1,7,2,2,7,6,4,7,3,7,4,5,6,6,4,7,4,2,1,4,3,2,5,3,2,2,3,4,2,3,2,1,1,6,3,2,2,4,1,4,Warrior Guild,58,6,1,4,5,3,2
female,CT,20,27000,6,4,4,6,3,3,7,5,5,2,4,3,5,3,1,2,4,1,3,4,3,5,4,5,7,4,5,4,6,5,3,2,4,1,2,6,4,3,4,1,Seraph Guardians,38,2,1,5,3,4,6
female,LA,18,5000,6,4,7,7,6,6,7,7,3,3,5,5,4,3,7,1,7,4,7,5,5,7,4,6,7,6,7,5,5,6,2,3,4,7,5,7,5,7,7,7,Warrior Guild,41,3,2,1,4,6,5
male,NE,33,72000,7,5,1,6,4,4,5,4,4,4,4,1,2,1,5,5,3,2,2,2,4,6,4,4,7,3,5,1,3,3,6,6,4,4,4,7,3,4,3,6,Seraph Guardians,66,3,1,6,4,2,5
female,NC,19,10000,1,4,3,3,7,7,3,7,6,3,1,5,5,6,4,4,4,2,6,3,5,6,3,5,5,5,6,3,5,4,3,5,6,3,1,3,4,1,1,4,Warrior Guild,28,4,3,1,2,6,5
female,MI,24,15000,3,3,4,3,4,4,3,4,3,4,3,4,4,4,2,2,6,5,4,5,2,1,4,4,5,5,3,5,4,5,5,5,4,3,3,2,5,2,3,1,Seraph Guardians,27,2,4,3,1,6,5
male,TX,21,57000,7,1,4,6,3,5,7,6,4,4,4,2,3,1,5,2,5,3,3,5,3,7,1,2,7,5,6,3,5,5,2,3,5,3,2,6,2,5,3,3,Seraph Guardians,44,3,1,5,2,4,6
female,MN,32,47000,5,5,1,6,5,5,5,4,4,5,3,2,2,3,4,7,3,3,5,2,5,5,3,3,6,3,5,5,3,3,1,1,1,5,3,6,1,2,1,6,Evercrest,52,6,1,5,4,2,3
female,OK,20,13000,7,3,4,7,3,4,6,3,7,2,5,4,5,5,5,1,5,1,6,5,5,5,4,6,6,7,5,5,7,6,1,2,2,5,6,6,5,2,6,6,Evercrest,41,1,4,2,3,5,6
male,KY,28,51000,7,4,4,7,4,5,7,5,4,4,2,4,4,5,5,4,6,2,6,6,4,5,2,5,5,4,7,4,5,5,3,2,2,3,7,7,3,4,3,5,Evercrest,56,3,1,4,6,2,5
female,CA,29,80000,3,4,1,4,2,2,2,2,5,5,4,1,3,2,1,5,5,4,3,2,4,3,2,4,3,2,3,1,4,1,7,4,6,1,1,2,1,4,2,1,Evercrest,51,4,1,6,3,2,5
male,IN,23,45000,2,6,4,3,6,6,3,7,2,4,2,7,7,7,3,5,2,4,4,1,2,4,7,3,4,2,2,7,2,3,3,5,2,3,2,1,5,2,2,2,Evercrest,46,5,2,3,4,6,1
female,CA,20,36000,2,2,2,3,7,7,5,7,4,1,2,3,6,4,3,3,4,7,4,2,5,5,5,5,4,4,5,5,5,4,7,7,7,2,3,6,4,3,1,2,Evercrest,38,4,2,3,1,6,5
female,TN,28,43000,4,4,1,4,4,2,7,2,4,7,4,1,1,2,2,6,3,4,2,2,3,7,1,4,7,3,7,1,3,3,3,4,4,4,4,4,1,5,1,4,Seraph Guardians,51,5,1,6,3,2,4
nonbinary,IN,22,29000,4,3,2,4,6,5,1,5,4,3,5,3,5,5,1,3,6,7,3,6,4,3,5,6,2,4,2,3,3,4,7,7,7,1,1,3,3,4,2,1,Evercrest,34,2,3,5,1,6,4
male,IN,21,37000,7,4,5,7,6,7,6,6,5,5,5,4,4,6,6,3,3,4,7,4,5,7,7,6,6,6,6,6,4,4,2,3,2,6,5,7,4,4,4,7,Seraph Guardians,52,5,1,3,6,4,2
male,MS,24,44000,7,6,5,5,5,4,5,7,4,5,5,5,6,5,6,4,5,3,5,4,5,6,4,5,6,5,4,5,6,5,4,4,6,7,4,5,4,6,5,4,Warrior Guild,48,5,1,3,6,4,2
male,AZ,23,39000,7,1,3,4,6,6,4,6,5,3,1,3,5,5,4,2,5,1,4,5,5,4,5,7,5,4,4,5,4,6,3,3,4,3,6,5,2,4,3,5,Seraph Guardians,39,1,4,3,2,6,5
female,LA,28,60000,6,7,5,5,5,4,2,7,4,5,5,5,4,4,3,7,4,4,2,4,2,3,5,2,1,4,3,4,5,4,4,5,5,4,3,4,3,6,2,5,Seraph Guardians,57,5,1,3,6,4,2
male,NY,21,43000,6,3,3,7,5,3,7,4,6,4,4,6,3,4,5,3,3,6,5,4,6,3,5,6,4,7,5,5,5,5,6,4,5,4,6,5,1,3,4,4,Seraph Guardians,49,3,1,4,2,5,6
female,OH,25,47000,5,5,5,3,1,2,5,3,5,6,3,2,1,1,4,5,2,2,2,5,5,4,1,3,5,1,5,1,2,2,1,2,2,2,1,5,3,3,4,3,Evercrest,40,5,1,6,4,2,3
male,SC,27,50000,5,3,3,4,5,7,4,6,5,4,6,6,7,6,5,4,3,2,2,3,5,7,6,4,5,3,5,5,1,5,1,1,1,4,4,4,5,5,3,4,Warrior Guild,49,5,1,3,6,4,2
female,WV,27,48000,2,6,2,4,3,2,4,2,2,4,1,4,2,3,3,5,4,6,5,4,4,4,2,3,3,5,4,4,3,1,6,4,7,1,3,3,4,1,1,3,Seraph Guardians,43,2,3,4,1,6,5
male,TX,19,26000,4,2,4,3,2,4,3,3,7,1,3,1,1,3,2,1,5,7,4,7,6,2,3,5,1,4,2,2,5,6,7,7,7,1,2,3,3,5,4,1,Warrior Guild,39,2,4,5,1,3,6
male,IL,21,50000,1,4,5,2,2,1,1,2,6,6,5,2,2,1,4,6,3,6,4,4,5,2,2,5,1,3,1,4,2,3,7,5,5,3,4,2,5,3,7,6,Seraph Guardians,45,1,4,5,2,6,3
male,MI,36,54000,4,7,4,5,2,3,2,2,5,6,4,2,2,2,3,7,2,3,1,4,3,1,4,2,1,1,1,1,1,3,2,3,2,1,2,2,3,5,3,1,Warrior Guild,32,4,1,6,5,3,2
female,TX,27,54000,1,6,4,3,7,5,2,4,5,7,1,4,2,5,1,6,4,1,4,4,6,1,4,5,2,4,1,4,3,4,1,3,1,1,1,3,5,4,4,1,Seraph Guardians,51,3,1,6,5,4,2
male,AK,26,82000,5,1,4,6,2,4,4,3,2,3,1,4,3,2,1,3,5,2,5,5,3,3,2,2,3,5,2,3,4,5,5,3,2,3,1,2,5,1,2,2,Warrior Guild,,1,4,3,2,5,6
male,FL,22,16000,3,2,3,4,3,2,4,3,6,6,3,2,1,2,3,6,3,4,4,2,4,4,2,5,4,5,1,3,2,4,5,3,4,1,3,4,2,1,1,1,Warrior Guild,31,2,3,5,1,4,6
male,SC,21,23000,2,2,3,3,4,4,1,1,7,3,5,5,5,5,2,3,6,7,4,5,6,3,6,7,1,5,1,5,6,5,6,7,6,2,2,2,4,6,3,3,Warrior Guild,52,2,4,3,1,6,5
male,TX,24,34000,3,4,1,2,6,4,5,6,2,5,5,5,5,6,2,4,7,6,2,6,3,2,3,2,3,3,2,3,5,5,5,6,4,2,2,3,2,3,2,3,Warrior Guild,40,4,1,6,2,5,3
female,MA,21,36000,5,3,2,4,4,3,3,4,5,1,5,4,3,6,4,3,4,4,6,3,3,4,5,3,3,6,5,3,7,5,3,5,2,5,5,4,2,4,1,3,Seraph Guardians,37,1,4,2,3,6,5
male,AZ,25,77000,2,3,5,2,7,6,5,6,6,1,3,6,4,6,4,2,3,3,7,2,5,4,5,4,3,7,3,6,7,2,3,2,2,7,5,2,3,4,4,4,Warrior Guild,,4,5,1,3,6,2
female,CO,18,20000,2,3,1,1,3,1,3,3,4,4,1,4,4,2,4,4,7,5,4,4,5,2,4,5,3,5,1,1,5,7,7,7,5,3,2,4,3,4,4,4,Evercrest,26,2,5,4,1,3,6
male,TX,24,28000,1,3,2,2,3,1,1,1,4,2,3,5,3,3,4,3,6,4,6,6,6,1,3,6,2,5,3,4,5,4,5,4,6,4,2,1,3,1,4,3,Evercrest,26,1,5,3,2,6,4
male,AZ,24,53000,3,6,1,3,6,5,2,4,5,7,1,3,1,2,1,7,6,4,2,5,4,3,4,5,5,2,4,3,3,6,4,5,5,1,1,4,1,1,1,1,Seraph Guardians,47,5,1,6,3,2,4
female,NM,29,51000,6,2,2,6,1,1,4,1,3,2,5,3,2,3,6,2,6,3,3,4,4,7,5,3,4,4,3,5,4,4,3,2,3,5,4,6,2,5,1,4,Seraph Guardians,49,4,1,6,3,2,5
male,TX,32,85000,7,5,1,6,3,3,6,4,4,6,2,2,1,1,2,7,6,1,2,5,4,4,2,4,2,4,4,1,3,7,2,1,1,2,2,6,1,2,2,3,Warrior Guild,,3,2,6,4,1,5
male,CA,29,97000,6,6,5,5,6,5,5,5,6,6,5,4,3,3,5,4,4,2,5,3,5,4,5,5,4,4,5,4,1,5,2,4,3,7,5,5,4,3,6,5,Warrior Guild,52,5,1,4,6,3,2
female,LA,37,52000,7,4,1,7,5,4,6,5,2,4,6,2,2,3,5,4,2,4,2,1,2,4,1,1,6,2,6,2,1,1,3,1,4,5,6,6,1,2,3,4,Seraph Guardians,53,5,1,4,6,2,3
male,NC,22,28000,4,5,1,3,7,6,3,6,3,5,2,4,4,1,3,7,4,6,2,2,3,4,4,2,3,1,3,3,2,4,6,6,5,2,3,2,1,3,1,3,Evercrest,29,6,1,5,4,3,2
female,NY,20,27000,6,6,4,5,6,5,3,5,4,6,3,5,6,5,5,6,1,1,5,1,4,1,4,3,3,5,3,5,2,2,1,4,5,3,2,3,1,4,3,1,Warrior Guild,25,4,1,3,5,6,2
female,MA,24,40000,5,3,4,6,7,7,6,7,6,4,5,6,6,6,5,3,5,5,7,5,5,2,5,4,2,7,4,4,7,1,3,3,4,5,5,3,5,3,5,7,Evercrest,60,2,3,1,5,6,4
female,PA,36,99000,5,4,1,4,2,1,3,1,2,5,2,2,1,1,5,5,5,5,4,4,6,6,3,3,5,5,6,2,3,3,5,6,4,6,6,4,1,2,3,3,Seraph Guardians,63,4,3,5,1,2,6
male,MI,19,19000,5,3,4,5,5,3,5,6,6,3,4,4,4,6,5,3,7,5,6,5,6,4,4,5,2,6,3,5,7,7,3,4,3,4,5,6,4,4,2,4,Evercrest,38,1,4,3,2,6,5
female,FL,47,75000,2,5,5,1,3,4,1,4,1,6,3,4,3,3,1,4,1,3,2,3,3,1,3,2,1,2,4,3,4,2,4,2,4,1,1,2,4,1,3,1,Seraph Guardians,,3,1,4,5,6,2
male,TX,32,86000,3,7,4,5,1,1,2,1,3,6,4,7,3,4,1,7,1,4,4,6,2,4,2,4,1,2,2,4,4,3,5,4,4,2,1,2,4,6,6,1,Warrior Guild,55,4,1,6,5,3,2
male,TX,19,21000,4,4,4,5,5,4,3,5,4,3,6,3,4,3,1,5,3,5,4,3,5,1,5,5,2,5,1,3,5,3,5,5,5,3,2,4,3,6,3,1,Warrior Guild,32,2,1,6,4,5,3
male,TN,45,61000,6,5,1,6,4,3,6,2,1,6,3,1,1,3,6,4,2,2,2,4,1,4,3,1,5,1,5,3,2,2,3,3,2,5,4,3,2,3,1,5,Evercrest,44,6,1,4,5,2,3
male,VA,39,149000,7,4,1,7,1,1,5,1,4,6,3,3,2,1,1,5,1,4,2,1,1,4,3,1,2,3,6,2,5,1,2,2,1,2,1,5,1,5,1,1,Warrior Guild,92,3,1,6,5,2,4
female,OK,19,6000,3,3,3,2,7,7,3,7,4,3,2,6,6,4,2,3,2,5,6,3,7,3,5,4,3,5,1,5,7,5,5,4,5,3,3,4,1,3,3,5,Seraph Guardians,28,5,2,1,4,6,3
female,TX,19,12000,4,3,2,3,5,5,3,6,7,3,3,5,3,3,3,4,7,6,5,5,6,1,3,7,4,4,4,4,3,7,6,7,7,3,3,3,5,2,6,3,Warrior Guild,21,2,4,3,1,6,5
male,IN,18,13000,2,3,2,3,3,4,2,2,7,3,3,1,2,1,4,4,5,6,5,4,7,3,2,7,2,3,1,1,6,5,7,6,7,2,4,1,2,6,2,4,Seraph Guardians,21,2,6,5,1,4,3
male,MO,53,77000,3,6,3,4,6,7,3,6,1,7,5,7,7,6,5,6,2,3,2,2,1,3,6,1,3,4,3,7,1,2,4,4,2,6,6,5,3,5,2,6,Warrior Guild,59,6,1,3,5,4,2
female,TN,48,67000,5,5,2,4,2,1,2,4,2,6,4,3,4,2,3,4,3,3,4,2,4,5,3,3,3,5,5,2,2,4,5,3,3,3,3,3,1,1,1,3,Evercrest,70,3,1,6,4,2,5
male,MN,28,55000,7,4,1,7,1,1,6,3,4,4,3,1,2,4,3,4,2,3,3,1,4,5,3,5,7,5,7,1,4,2,4,3,4,4,1,5,1,3,1,3,Warrior Guild,38,4,1,5,3,2,6
male,NY,29,85000,3,6,2,3,5,2,1,4,4,5,3,4,4,3,3,6,2,1,2,1,2,1,3,2,2,2,1,4,4,1,2,1,2,2,2,3,4,6,3,1,Evercrest,59,5,1,3,6,4,2
male,NY,55,113000,5,6,3,5,4,6,7,3,1,7,4,1,1,1,4,6,3,2,2,2,1,3,2,1,5,1,5,4,1,3,3,2,1,4,4,4,3,3,4,5,Seraph Guardians,82,6,1,4,5,2,3
male,TX,18,16000,6,2,5,5,6,5,6,5,3,2,2,5,5,6,4,3,5,4,1,7,5,4,6,3,4,4,5,6,2,5,7,6,4,3,4,6,6,2,6,3,Seraph Guardians,28,3,1,2,4,6,5
female,OH,26,50000,4,2,3,3,5,5,3,7,3,4,2,4,5,5,3,1,3,4,3,4,3,2,5,4,3,3,2,6,3,6,4,4,3,3,1,3,1,2,2,2,Seraph Guardians,55,2,1,4,5,6,3
male,VA,19,13000,4,3,2,5,7,6,5,5,5,3,5,2,5,5,5,4,4,2,5,6,6,5,3,6,6,6,5,5,5,6,2,4,3,3,5,6,2,5,2,6,Seraph Guardians,23,4,1,3,2,5,6
male,AZ,24,52000,6,3,3,4,3,1,4,3,3,2,5,3,2,3,3,4,3,2,4,3,3,4,4,3,4,4,5,4,5,3,5,4,4,3,4,5,2,4,4,4,Warrior Guild,42,1,2,3,4,5,6
female,CA,24,36000,7,6,2,7,3,5,7,2,5,5,7,5,3,5,1,4,3,3,3,4,3,5,4,5,5,6,4,3,2,4,3,5,2,4,3,7,2,4,1,2,Warrior Guild,30,3,1,4,6,2,5
male,TN,30,58000,4,3,1,4,2,5,3,4,2,5,3,2,2,3,1,5,4,5,4,4,3,4,4,1,4,3,3,3,4,4,6,6,6,1,2,5,1,2,1,1,Seraph Guardians,50,4,1,6,2,3,5
female,VA,31,66000,3,7,3,2,3,2,1,3,4,7,4,3,3,2,1,6,5,4,2,4,1,4,2,5,4,4,3,1,3,2,4,4,5,2,2,3,3,4,2,2,Seraph Guardians,62,5,1,6,4,2,3
female,MI,23,30000,3,2,1,5,4,7,1,6,4,3,4,5,3,5,3,2,5,5,3,4,3,1,4,3,4,4,4,3,4,7,5,7,4,2,4,3,3,2,4,3,Evercrest,34,2,4,5,1,6,3
male,FL,41,58000,3,6,1,3,3,3,1,4,2,7,5,4,6,4,1,7,4,3,2,4,5,2,4,3,1,5,1,5,5,5,2,1,2,2,2,2,2,3,4,3,Seraph Guardians,54,4,1,5,6,3,2
female,IN,25,55000,1,6,4,1,2,3,2,3,2,7,4,3,4,4,1,7,3,4,5,3,3,1,4,4,4,3,3,2,3,3,6,4,6,1,1,1,5,3,4,3,Warrior Guild,38,4,2,6,3,5,1
female,MT,23,29000,4,3,2,6,5,3,7,6,2,3,3,2,1,2,5,3,3,6,6,4,4,6,1,2,7,5,7,2,3,4,5,4,5,4,3,6,3,2,4,4,Evercrest,30,3,2,5,1,4,6
male,FL,22,38000,4,2,5,5,5,6,4,4,3,4,3,6,6,7,5,3,3,3,4,4,3,5,5,3,3,6,2,5,5,2,2,2,1,4,4,3,5,1,5,3,Seraph Guardians,35,2,3,1,5,6,4
female,TX,36,88000,6,3,1,7,2,4,6,4,4,4,4,1,2,2,5,2,5,4,3,3,1,6,1,2,6,5,5,1,4,5,3,2,2,4,3,7,2,4,1,3,Seraph Guardians,,3,2,5,4,1,6
male,MT,21,30000,3,7,2,2,1,3,2,4,3,6,1,1,1,1,4,7,1,3,2,1,4,1,2,2,1,3,2,3,2,3,1,2,1,5,1,2,1,2,4,3,Warrior Guild,32,4,1,5,6,3,2
male,NC,23,23000,3,3,5,5,6,6,5,7,5,3,3,4,5,6,4,3,1,1,6,3,6,6,6,7,4,7,5,5,5,2,2,3,2,2,2,4,4,3,6,3,Warrior Guild,40,3,2,1,4,6,5
female,NY,21,36000,3,1,5,4,7,7,2,6,4,1,3,5,6,4,2,1,3,1,4,1,3,1,5,3,4,4,2,4,6,2,1,1,1,2,3,4,4,2,5,2,Evercrest,47,3,2,1,5,6,4
male,CT,27,79000,5,6,2,6,3,2,5,5,1,6,4,3,3,3,5,5,4,2,4,5,5,2,2,3,5,6,5,2,6,4,4,5,3,5,4,4,2,5,1,4,Evercrest,68,3,1,6,4,2,5
female,OH,38,103000,3,7,5,3,4,6,2,6,3,7,3,4,4,4,2,7,1,4,6,1,1,3,4,3,1,5,3,3,5,2,2,2,3,1,2,3,3,3,7,2,Seraph Guardians,84,4,1,3,6,5,2
male,IL,20,38000,6,5,2,7,3,4,6,5,5,5,4,2,3,2,5,4,2,4,7,2,6,6,1,7,5,5,6,2,4,3,3,2,4,4,4,6,4,4,4,5,Evercrest,57,2,1,5,3,4,6
male,WA,35,74000,5,3,5,5,4,7,5,4,3,4,3,2,5,3,3,5,3,3,3,3,2,2,5,3,5,2,3,5,4,3,5,5,4,1,2,4,3,2,1,3,Warrior Guild,45,6,1,4,5,3,2
male,CA,26,80000,3,4,6,5,5,4,3,4,4,3,5,7,5,6,6,4,7,3,1,6,4,5,4,6,4,2,3,7,1,5,4,3,7,6,4,4,7,3,7,6,Evercrest,,3,1,5,4,6,2
male,MA,31,75000,4,2,1,5,2,4,5,5,1,1,3,3,4,2,5,2,6,4,2,7,5,5,4,2,6,3,4,3,3,5,4,5,5,3,6,7,2,1,2,5,Warrior Guild,,2,3,5,1,4,6
female,NC,22,30000,4,7,3,3,3,2,4,3,3,7,2,1,3,1,1,7,3,2,2,4,3,2,1,1,3,4,2,2,2,3,2,1,1,1,2,3,5,3,3,1,Warrior Guild,24,3,1,6,5,2,4
male,CA,30,78000,1,7,5,3,5,5,1,3,2,5,4,5,5,4,2,6,3,5,3,3,4,3,4,1,1,4,1,6,3,7,5,6,4,3,4,3,5,3,4,1,Seraph Guardians,71,6,2,3,5,4,1
female,CO,53,121000,3,5,3,4,7,7,2,7,1,6,4,5,6,4,6,7,3,2,1,4,1,4,6,1,5,1,5,6,1,1,4,3,2,4,2,6,3,4,2,4,Seraph Guardians,,5,1,4,6,3,2
male,TX,35,68000,3,3,2,3,3,3,4,4,2,6,1,1,1,1,2,4,2,5,5,2,2,4,1,3,5,4,3,1,4,2,4,3,3,4,4,5,1,2,3,4,Evercrest,44,3,1,5,4,2,6
female,MI,35,89000,7,5,5,6,7,7,5,7,3,5,4,3,5,3,5,5,1,1,1,3,1,6,2,1,4,2,5,3,3,3,1,2,2,4,6,7,6,4,4,4,Warrior Guild,53,5,1,3,6,4,2
female,VA,30,81000,6,4,1,4,4,4,4,4,3,4,4,2,3,2,2,3,3,2,4,3,2,4,2,2,2,7,3,2,5,2,2,2,4,4,6,7,1,4,1,4,Seraph Guardians,56,3,1,6,4,2,5
female,IN,24,33000,4,2,2,7,5,4,6,2,4,2,2,3,3,3,2,4,6,5,6,7,2,7,3,4,5,7,7,2,5,5,1,3,4,3,1,5,4,3,3,3,Seraph Guardians,48,2,4,3,1,5,6
male,CA,23,50000,3,4,3,3,5,4,1,5,5,2,1,4,4,3,1,4,7,2,4,6,7,2,4,7,2,4,1,4,4,7,4,6,4,2,1,3,4,3,5,3,Evercrest,45,1,4,3,2,6,5
male,NJ,26,72000,3,1,1,4,7,6,5,5,4,2,4,2,3,4,5,2,3,7,4,2,4,2,4,2,4,5,4,3,4,3,7,7,7,5,3,2,1,3,1,2,Warrior Guild,50,3,2,4,1,6,5
male,PA,25,82000,2,4,3,2,4,4,2,4,5,3,5,6,5,5,2,4,2,4,5,4,4,4,6,3,3,6,2,7,5,6,4,3,5,3,4,3,4,4,3,1,Warrior Guild,75,5,1,2,4,6,3
female,GA,33,81000,7,5,5,7,4,5,5,4,4,7,5,2,2,2,4,7,5,3,1,4,3,4,2,2,3,2,5,1,2,5,4,5,4,2,4,4,3,6,3,4,Warrior Guild,62,6,1,4,5,2,3
female,NY,18,14000,1,4,2,1,5,4,1,5,6,3,7,1,1,1,2,4,7,6,4,7,6,2,1,6,5,5,3,3,5,7,6,4,5,2,2,3,4,7,2,4,Evercrest,34,2,5,6,1,3,4
female,FL,28,37000,5,6,3,5,6,7,5,5,2,7,3,4,5,7,5,7,3,2,3,2,3,4,6,1,2,1,6,7,1,4,6,4,4,5,4,4,4,5,3,2,Warrior Guild,33,5,1,3,6,4,2
female,NY,54,121000,7,4,5,6,5,3,2,2,2,5,5,5,3,5,4,4,5,5,3,3,1,3,5,1,5,1,1,4,3,5,5,6,5,5,4,3,4,5,4,4,Evercrest,68,4,1,5,6,3,2
female,VA,52,123000,3,5,1,5,5,6,3,6,3,5,3,5,6,5,3,6,3,3,1,2,1,5,7,1,4,1,3,7,1,4,4,2,4,2,2,4,3,6,2,2,Seraph Guardians,,6,1,4,5,3,2
male,OH,19,37000,2,3,3,3,4,4,3,5,6,3,3,4,3,4,3,1,7,7,6,6,5,3,5,7,2,6,3,5,5,5,7,7,7,4,4,3,3,3,2,3,Seraph Guardians,27,2,5,3,1,6,4
male,CA,24,46000,6,5,4,2,5,4,5,3,5,2,3,3,3,5,3,3,5,7,7,5,3,5,4,6,4,5,5,3,5,5,5,7,5,5,4,5,4,3,3,3,Evercrest,59,2,3,5,1,4,6
female,FL,28,43000,1,4,2,1,5,5,1,3,3,4,2,4,3,2,1,5,6,6,1,5,2,3,3,2,3,1,4,4,1,7,6,6,5,1,1,2,3,4,3,1,Evercrest,39,5,1,6,2,3,4
female,NC,24,25000,7,1,4,5,7,7,5,6,3,1,1,5,5,7,6,3,7,2,6,6,3,4,6,4,3,6,3,4,5,7,5,2,3,6,5,4,5,3,7,6,Warrior Guild,47,2,3,1,4,6,5
female,TN,19,16000,7,4,6,5,6,6,7,6,4,5,2,7,7,7,7,5,5,3,3,5,4,7,7,7,7,5,7,7,5,6,4,5,5,5,4,6,3,4,6,7,Warrior Guild,41,4,1,2,5,6,3
male,OH,33,70000,6,7,5,5,5,7,5,7,2,7,4,7,7,6,6,6,1,3,3,3,4,5,5,1,4,2,4,6,3,3,3,4,2,4,3,5,3,6,6,3,Evercrest,64,5,1,3,6,4,2
male,NY,21,44000,4,2,3,3,5,3,6,3,6,2,2,4,2,4,3,1,5,4,6,3,4,4,5,6,4,5,1,2,5,4,5,4,2,4,1,3,3,1,1,5,Warrior Guild,56,1,4,3,2,5,6
